store code	id	availability	quantity	price
00758851704873241325	4535304296058	in_stock	6	98.00 HKD
00758851704873241325	4535304298984	in_stock	5	98.00 HKD
00758851704873241325	4535304711858	in_stock	17	59.00 HKD
00758851704873241325	4535304711865	in_stock	15	59.00 HKD
00758851704873241325	4535304711872	in_stock	33	59.00 HKD
00758851704873241325	4535304711889	in_stock	18	59.00 HKD
00758851704873241325	4535304730859	in_stock	7	59.00 HKD
00758851704873241325	4535304732044	in_stock	7	59.00 HKD
00758851704873241325	4535304732167	in_stock	6	79.00 HKD
00758851704873241325	4535304733232	in_stock	3	65.00 HKD
00758851704873241325	4535304733249	in_stock	10	59.00 HKD
00758851704873241325	4535304733256	in_stock	11	158.00 HKD
00758851704873241325	4535304733317	in_stock	7	55.00 HKD
00758851704873241325	4535304735700	in_stock	5	59.00 HKD
00758851704873241325	4535304742920	in_stock	4	135.00 HKD
00758851704873241325	4535304742937	in_stock	17	135.00 HKD
00758851704873241325	4535304742944	in_stock	12	135.00 HKD
00758851704873241325	4535304742968	in_stock	17	135.00 HKD
00758851704873241325	4535304750499	in_stock	6	135.00 HKD
00758851704873241325	4535304751779	in_stock	12	35.00 HKD
00758851704873241325	4535304751786	in_stock	11	35.00 HKD
00758851704873241325	4535304751793	in_stock	12	35.00 HKD
00758851704873241325	4535304751809	in_stock	12	35.00 HKD
00758851704873241325	4535304757252	in_stock	6	39.00 HKD
00758851704873241325	4535304757269	in_stock	6	39.00 HKD
00758851704873241325	4535304762027	in_stock	24	39.00 HKD
00758851704873241325	4535304763857	in_stock	24	39.00 HKD
00758851704873241325	4545593008515	in_stock	9	118.00 HKD
00758851704873241325	4545593008522	in_stock	5	118.00 HKD
00758851704873241325	4545593008539	in_stock	9	118.00 HKD
00758851704873241325	4545593008553	in_stock	8	118.00 HKD
00758851704873241325	4545593008577	in_stock	9	118.00 HKD
00758851704873241325	4545593017012	in_stock	11	118.00 HKD
00758851704873241325	4550451289036	in_stock	6	79.00 HKD
00758851704873241325	4550451289081	in_stock	6	79.00 HKD
00758851704873241325	4550624641807	in_stock	4	38.00 HKD
00758851704873241325	4560130655670	in_stock	10	68.00 HKD
00758851704873241325	4560130657100	in_stock	7	39.00 HKD
00758851704873241325	4560130658121	in_stock	10	148.00 HKD
00758851704873241325	4560130658213	in_stock	7	65.00 HKD
00758851704873241325	4560130658282	in_stock	11	138.00 HKD
00758851704873241325	4560279568756	in_stock	19	21.00 HKD
00758851704873241325	4560479910010	in_stock	6	268.00 HKD
00758851704873241325	4560479910058	in_stock	4	168.00 HKD
00758851704873241325	4560479910089	in_stock	8	168.00 HKD
00758851704873241325	4560479910126	in_stock	7	99.00 HKD
00758851704873241325	4560479910157	in_stock	6	288.00 HKD
00758851704873241325	4560479910171	in_stock	5	138.00 HKD
00758851704873241325	4560479910218	in_stock	2	288.00 HKD
00758851704873241325	4560479910225	in_stock	14	148.00 HKD
00758851704873241325	4560479910232	in_stock	6	99.00 HKD
00758851704873241325	4560479910256	in_stock	10	298.00 HKD
00758851704873241325	4560479910263	in_stock	6	318.00 HKD
00758851704873241325	4560479910706	in_stock	3	158.00 HKD
00758851704873241325	4560479910720	in_stock	8	99.00 HKD
00758851704873241325	4560479910843	in_stock	15	168.00 HKD
00758851704873241325	4560479911109	in_stock	6	158.00 HKD
00758851704873241325	4560479911291	in_stock	6	198.00 HKD
00758851704873241325	4560479911482	in_stock	11	168.00 HKD
00758851704873241325	4560479911499	in_stock	4	158.00 HKD
00758851704873241325	4560487688864	out_of_stock	0	158.00 HKD
00758851704873241325	4560487688895	out_of_stock	0	158.00 HKD
00758851704873241325	4560487688901	out_of_stock	0	158.00 HKD
00758851704873241325	4560487688918	out_of_stock	0	158.00 HKD
00758851704873241325	4560487688925	out_of_stock	0	158.00 HKD
00758851704873241325	4560487688932	out_of_stock	0	158.00 HKD
00758851704873241325	4560487688949	out_of_stock	0	158.00 HKD
00758851704873241325	4560487688956	out_of_stock	0	158.00 HKD
00758851704873241325	4560487688963	out_of_stock	0	158.00 HKD
00758851704873241325	4560487688970	out_of_stock	0	158.00 HKD
00758851704873241325	4560487688987	out_of_stock	0	158.00 HKD
00758851704873241325	4560487688994	out_of_stock	0	158.00 HKD
00758851704873241325	4560487689007	out_of_stock	0	158.00 HKD
00758851704873241325	4560487689014	out_of_stock	0	158.00 HKD
00758851704873241325	4560487689021	out_of_stock	0	158.00 HKD
00758851704873241325	4560487689038	out_of_stock	0	158.00 HKD
00758851704873241325	4560487689045	out_of_stock	0	158.00 HKD
00758851704873241325	4560487689052	out_of_stock	0	158.00 HKD
00758851704873241325	4560487689076	out_of_stock	0	158.00 HKD
00758851704873241325	4560487689090	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696210	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696241	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696258	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696265	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696272	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696289	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696296	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696302	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696319	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696326	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696333	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696340	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696357	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696364	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696371	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696388	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696395	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696401	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696425	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696449	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696531	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696562	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696579	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696586	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696593	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696609	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696616	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696623	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696630	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696647	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696654	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696661	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696678	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696685	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696692	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696708	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696715	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696722	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696746	out_of_stock	0	158.00 HKD
00758851704873241325	4560487696760	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699488	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699518	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699525	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699532	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699549	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699556	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699563	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699570	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699587	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699594	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699600	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699617	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699624	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699631	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699648	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699655	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699662	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699679	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699693	out_of_stock	0	158.00 HKD
00758851704873241325	4560487699716	out_of_stock	0	158.00 HKD
00758851704873241325	4562355172208	in_stock	1	148.00 HKD
00758851704873241325	4562355173960	in_stock	4	148.00 HKD
00758851704873241325	4570118124425	in_stock	5	15.00 HKD
00758851704873241325	4570118198723	in_stock	12	15.00 HKD
00758851704873241325	4570118198730	in_stock	11	15.00 HKD
00758851704873241325	4571169854880	in_stock	8	102.00 HKD
00758851704873241325	4571169854910	in_stock	2	158.00 HKD
00758851704873241325	4571528480019	in_stock	21	99.00 HKD
00758851704873241325	4571528480026	in_stock	11	99.00 HKD
00758851704873241325	4571572930010	in_stock	11	138.00 HKD
00758851704873241325	4571572930027	in_stock	12	138.00 HKD
00758851704873241325	4571572930034	in_stock	9	109.00 HKD
00758851704873241325	4571607691398	in_stock	5	85.00 HKD
00758851704873241325	4571607691404	in_stock	4	85.00 HKD
00758851704873241325	4571607691411	in_stock	8	85.00 HKD
00758851704873241325	4571607691428	in_stock	6	85.00 HKD
00758851704873241325	4571607691435	in_stock	4	85.00 HKD
00758851704873241325	4571607691442	in_stock	3	85.00 HKD
00758851704873241325	4571675461657	in_stock	3	168.00 HKD
00758851704873241325	4573227381307	in_stock	6	128.00 HKD
00758851704873241325	4580055330018	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330049	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330056	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330063	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330070	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330087	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330094	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330100	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330117	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330124	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330131	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330148	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330155	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330162	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330179	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330186	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330193	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330209	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330223	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330247	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330339	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330360	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330377	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330384	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330391	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330407	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330414	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330421	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330438	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330445	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330452	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330469	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330476	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330483	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330490	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330506	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330513	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330520	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330544	out_of_stock	0	158.00 HKD
00758851704873241325	4580055330568	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331299	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331329	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331336	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331343	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331350	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331367	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331374	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331381	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331398	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331404	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331411	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331428	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331435	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331442	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331459	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331466	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331473	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331480	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331503	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331527	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331619	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331640	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331657	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331664	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331671	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331688	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331695	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331701	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331718	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331725	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331732	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331749	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331756	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331763	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331770	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331787	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331794	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331800	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331824	out_of_stock	0	158.00 HKD
00758851704873241325	4580055331848	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332258	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332289	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332296	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332302	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332319	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332326	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332333	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332340	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332357	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332364	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332371	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332388	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332395	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332401	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332418	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332425	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332432	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332449	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332463	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332487	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332579	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332609	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332616	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332623	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332630	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332647	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332654	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332661	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332678	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332685	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332692	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332708	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332715	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332722	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332739	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332746	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332753	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332760	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332784	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332807	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332890	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332920	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332937	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332944	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332951	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332968	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332975	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332982	out_of_stock	0	158.00 HKD
00758851704873241325	4580055332999	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333002	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333019	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333026	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333033	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333040	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333057	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333064	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333071	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333088	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333101	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333125	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333217	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333248	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333255	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333262	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333279	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333286	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333293	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333309	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333316	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333323	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333330	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333347	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333354	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333361	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333378	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333385	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333392	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333408	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333422	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333446	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333538	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333569	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333576	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333583	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333590	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333606	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333613	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333620	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333637	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333644	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333651	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333668	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333675	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333682	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333699	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333705	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333712	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333729	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333743	out_of_stock	0	158.00 HKD
00758851704873241325	4580055333767	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343216	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343247	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343254	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343261	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343278	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343285	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343292	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343308	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343315	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343322	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343339	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343346	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343353	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343360	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343377	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343384	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343391	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343407	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343421	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343445	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343537	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343568	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343575	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343582	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343599	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343605	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343612	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343629	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343636	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343643	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343650	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343667	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343674	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343681	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343698	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343704	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343711	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343728	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343742	out_of_stock	0	158.00 HKD
00758851704873241325	4580055343766	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346095	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346125	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346132	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346149	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346156	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346163	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346170	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346187	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346194	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346200	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346217	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346224	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346231	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346248	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346255	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346262	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346279	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346286	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346309	out_of_stock	0	158.00 HKD
00758851704873241325	4580055346323	out_of_stock	0	158.00 HKD
00758851704873241325	4580055347788	out_of_stock	0	158.00 HKD
00758851704873241325	4580055920011	in_stock	18	49.00 HKD
00758851704873241325	4580055920028	in_stock	14	49.00 HKD
00758851704873241325	4580055920042	in_stock	16	49.00 HKD
00758851704873241325	4580055920059	in_stock	19	49.00 HKD
00758851704873241325	4580055920097	in_stock	7	89.00 HKD
00758851704873241325	4580055920103	in_stock	9	89.00 HKD
00758851704873241325	4580055920134	in_stock	10	89.00 HKD
00758851704873241325	4580055920141	in_stock	21	89.00 HKD
00758851704873241325	4580055920165	in_stock	10	89.00 HKD
00758851704873241325	4580055920172	in_stock	10	89.00 HKD
00758851704873241325	4580055920189	in_stock	12	89.00 HKD
00758851704873241325	4580055920202	in_stock	10	89.00 HKD
00758851704873241325	4580055920219	in_stock	6	89.00 HKD
00758851704873241325	4580523280029	in_stock	4	138.00 HKD
00758851704873241325	4580523280043	in_stock	4	138.00 HKD
00758851704873241325	4580523280050	in_stock	5	129.00 HKD
00758851704873241325	4580523280067	in_stock	5	79.00 HKD
00758851704873241325	4580523280074	in_stock	4	79.00 HKD
00758851704873241325	4580718566099	in_stock	6	98.00 HKD
00758851704873241325	4580718566112	in_stock	18	65.00 HKD
00758851704873241325	4580718567126	in_stock	27	55.00 HKD
